,Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
4522,2017-1-PL01-KA103-036141,2018-2019,2018-02,2018-06,124,Student mobility for studies between Programme Countries,"Journalism and information, not further defined",UA,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23.0,PL,OPOLE,UNIWERSYTET OPOLSKI,PL OPOLE01,ES,Santander,Fundación Universidad Europea del Atlántico,E  SANTAND33,1
4523,2016-1-FR01-KA103-022262,2017-2018,2017-03,2017-07,121,Student mobility for traineeships between Programme Countries,Chemistry,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,FR,Marseille Cedex 07,UNIVERSITE D'AIX MARSEILLE,F  MARSEIL84,BE,Courcelles,SILINNOV,-,1
4524,2016-3-DE04-KA105-014772,2017-2018,2017-09,2017-10,9,Youth Exchanges - Programme Countries,? Unknown ?,NL,??? - ? Unknown ?,Female,Learner,No,No,Yes,65.0,NL,Rotterdam,Stichting Try-Out Theater,-,DE,Berlin,Goldener Faden e.V.,-,1
4525,2017-1-ES01-KA103-035638,2018-2019,2018-04,2018-04,6,Staff mobility for training between Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Staff,No,No,No,65.0,ES,VALENCIA,FUNDACION UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR,E  VALENCI11,NO,STAVANGER,UNIVERSITETET I STAVANGER,N  STAVANG01,1
4526,2018-1-IT01-KA102-006598,2019-2020,2019-09,2019-12,92,ErasmusPro - Mobility of VET learners (3 to 12 months),"Agriculture, forestry, fisheries and veterinary not elsewhere classified",IT,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,21.0,IT,Salsomaggiore Terme,I.S.I.S.S. MAGNAGHI - SOLARI,-,ES,Valencia,ASOCIACIÓN CULTURAL INTEGRA,-,1
4527,2018-3-CY02-KA105-001452,2019-2020,2019-10,2019-10,9,Youth Exchanges - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Learner,No,No,Yes,21.0,EL,Amindeo,Astiki Mi Kerdoskopiki Eteria En Gnosi,-,CY,Nicosia,see why,-,1
4528,2015-1-SK01-KA103-008611,2016-2017,2016-05,2016-05,5,Staff mobility for teaching between Programme Countries,"Travel, tourism and leisure",SK,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,21.0,SK,Banská Bystrica,Univerzita Mateja Bela v Banskej Bystrici,SK BANSKA01,TR,ALSANCAK - IZMIR,DOKUZ EYLUL UNIVERSITESI,TR IZMIR01,1
4529,2014-1-RO01-KA102-000242,2015-2016,2015-05,2015-06,21,VET learners traineeships in companies abroad,Electronics and automation,RO,??? - ? Unknown ?,Male,Learner,No,No,No,17.0,RO,BRASOV,COLEGIUL TEHNIC REMUS RADULET,-,HU,DEBRECEN,NI HUNGARY SOFTWARE ES HARDWARE GYARTO KORLATOLTFELELOSSEGU TARSASAG KFT,-,7
4530,2018-1-FR01-KA102-046467,2019-2020,2019-09,2019-10,17,Staff training abroad,Domestic services,FR,??? - ? Unknown ?,Male,Staff,No,No,No,35.0,FR,PERIGUEUX,Lycée professionnel Léonard de Vinci,-,MT,SAN PAWL il-BANAR,NEW FORM FITNESS CLUB,-,1
4531,2017-1-CY01-KA103-026639,2018-2019,2018-01,2018-07,181,Student mobility for traineeships between Programme Countries,Nursing and midwifery,CY,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,Learner,No,No,No,27.0,CY,Nicosia,University of Nicosia,CY NICOSIA14,EL,ATHINA,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON,G  ATHINE01,1
4532,2017-1-DE04-KA105-014965,2017-2018,2017-07,2017-08,15,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,No,No,28.0,DE,Heppenheim,Haus am Maiberg,-,DE,Heppenheim,Haus am Maiberg,-,1
4533,2018-1-DE01-KA103-003699,2018-2019,2018-08,2019-01,140,Student mobility for studies between Programme Countries,Mechanics and metal trades,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25.0,DE,Kassel,UNIVERSITAET KASSEL,D  KASSEL01,SE,Umeå,UMEA UNIVERSITET,-,1
4534,2019-1-HU01-KA101-060246,2019-2020,2019-07,2019-08,12,Structured Courses/Training Events,Education,HU,??? - ? Unknown ?,Female,Staff,No,No,No,44.0,HU,Budapest,Budapest II. Kerületi Szabó Lörinc Kéttannyelvü Általános Iskola és Gimnázium,-,UK,Exeter,International Projects Centre Ltd,-,1
4535,2019-1-IT02-KA103-061146,2019-2020,2019-09,2020-01,141,Student mobility for studies between Programme Countries,Philosophy and ethics,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,IT,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,I  PALERMO01,ES,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID,E  MADRID03,1
4536,2018-1-EE01-KA101-046862,2019-2020,2019-06,2019-07,7,Structured Courses/Training Events,Education,EE,??? - ? Unknown ?,Female,Staff,No,No,No,37.0,EE,Tartu,Tartu Tamme Gümnaasium,-,EL,Kalamata,Areadne OE,-,1
4537,2019-1-NO01-KA103-059908,2019-2020,2019-08,2020-03,185,Student mobility for traineeships between Programme Countries,"Languages, not further defined",NO,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,NO,OSLO,UNIVERSITETET I OSLO,N  OSLO01,ES,Barcelona,UNIVERSITAT INTERNACIONAL DE CATALUNYA FUNDACIO PRIVADA,E  BARCELO24,1
4538,2017-1-HR01-KA102-035260,2018-2019,2018-05,2018-05,17,VET learners traineeships in companies abroad,"Agriculture, forestry, fisheries and veterinary not elsewhere classified",HR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,17.0,HR,Kaštela,Srednja skola Braca Radic,-,PT,Montijo,ESCOLA PROFISSIONAL DO MONTIJO -Associação para a Formação Profissional e Desenvolvimento do Montijo,-,4
4539,2018-1-PT01-KA103-046779,2018-2019,2018-08,2018-12,113,Student mobility for studies between Programme Countries,"Business and administration, not further defined",PT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19.0,PT,LISBOA,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,FR,NANTES CEDEX 3,AUDENCIA,F  NANTES12,1
4540,2016-1-TR01-KA103-026955,2017-2018,2017-09,2017-12,91,Student mobility for studies between Programme Countries,Medicine,TR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23.0,TR,Ankara,Baskent University,TR ANKARA06,IT,CASERTA,SECONDA UNIVERSITÀ DEGLI STUDI DI NAPOLI,I  NAPOLI09,1
4541,2018-1-ES01-KA103-047077,2018-2019,2018-09,2019-09,346,Student mobility for studies between Programme Countries,Building and civil engineering,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,ES,SEVILLA,UNIVERSIDAD DE SEVILLA,E  SEVILLA01,BE,BRUSELAS,UNIVERSITE LIBRE DE BRUXELLES,B  BRUXEL04,1
4542,2016-1-IT01-KA102-004984,2017-2018,2017-05,2017-06,28,VET learners traineeships in companies abroad,Health and welfare,IT,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,17.0,IT,Campobasso,I.I.S.S.PERTINI,-,ES,El Puerto de Santa Maria,Asociacion Amigos de Europa Leonardo da Vinci,-,2
4543,2014-1-FR01-KA103-000634,2014-2015,2014-09,2015-07,300,Student mobility for studies between Programme Countries,Business and administration,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,FR,Cergy-Pontoise,université de Cergy-Pontoise,F  CERGY07,ES,Granada,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
4544,2019-2-CZ01-KA105-061511,2019-2020,2019-12,2019-12,8,Mobility of youth workers - Programme Countries,? Unknown ?,FR,??? - ? Unknown ?,Female,Staff,No,No,No,27.0,FR,AGDE,"AMITIE FRANCO RUSSE LANGUEDOC ""AFR""",-,CZ,Kolin,Centrum financni gramotnosti,-,2
4545,2014-1-EL01-KA102-000617,2016-2017,2016-07,2016-07,15,Staff training abroad,Environmental sciences,EL,??? - ? Unknown ?,Male,Staff,No,No,No,48.0,EL,Aspropyrgos,ETERIA PANELADIKIS ENALAKTIKIS DIACHIRISIS SISOREFTON AE,-,IT,Ancona (AN),Euromobilità S.r.l.,-,1
4546,2014-1-BE02-KA103-000052,2015-2016,2015-03,2015-03,4,Staff mobility for teaching between Programme Countries,Child care and youth services,BE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,48.0,BE,GENT,HOGESCHOOL GENT,B  GENT25,NL,Zwolle,Stichting Christelijke Hogeschool Windesheim,NL ZWOLLE05,2
4547,2015-1-DE01-KA103-001731,2015-2016,2015-09,2016-01,130,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,DE,Heilbronn,HOCHSCHULE HEILBRONN,D  HEILBRO01,TR,Istanbul,MARMARA UNIVERSITY,TR ISTANBU05,1
4548,2019-1-PL01-KA105-064089,2019-2020,2019-07,2019-07,7,Youth Exchanges - Programme Countries,? Unknown ?,DE,??? - ? Unknown ?,Male,Learner,No,Yes,No,29.0,DE,Magdeburg,Offener Kanal Magdeburg e.V.,-,PL,Radom,Stowarzyszenie FILMFORUM,-,1
4549,2017-1-TR01-KA103-039678,2017-2018,2017-09,2018-02,142,Student mobility for studies between Programme Countries,"Business and administration, not further defined",TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,TR,BURDUR,Burdur Mehmet Akif Ersoy University,TR BURDUR01,PL,Piła,Panstwowa Wyzsza Szkola Zawodowa im. Stanislawa Staszica w Pile,PL PILA02,1
4550,2016-1-ES01-KA107-023618,2017-2018,2017-09,2018-06,270,Student mobility for Studies To/From Partner Countries,Language acquisition,RS,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23.0,RS,NOVI SAD,UNIVERZITET U NOVOM SADU,-,ES,JAEN,UNIVERSIDAD DE JAEN,E  JAEN01,1
4551,2017-1-RO01-KA105-036191,2017-2018,2017-10,2017-10,12,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,No,Yes,No,17.0,RO,Craiova,Asociatia CREEAZA ROMANESTE,-,RO,Craiova,Asociatia CREEAZA ROMANESTE,-,2
4552,2014-1-PT01-KA102-000177,2016-2017,2016-03,2016-06,90,VET learners traineeships in companies abroad,"Arts, not elsewhere classified",PT,??? - ? Unknown ?,Female,Learner,No,No,No,21.0,PT,Lisboa,Escola Técnica de Imagem e Comunicação Aplicada,-,ES,M�LAGA,Cuatrocento,-,1
4553,2019-1-SE01-KA103-060100,2019-2020,2019-09,2020-07,287,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",SE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,SE,LUND,LUNDS UNIVERSITET,S  LUND01,BE,GENT,UNIVERSITEIT GENT,B  GENT01,1
4554,2014-3-IT03-KA105-004678,2015-2016,2015-04,2015-04,6,Mobility of youth workers - Programme Countries,? Unknown ?,BG,??? - ? Unknown ?,Female,Staff,No,No,No,23.0,BG,SOFIA,OPEN SPACE FOUNDATION,-,IT,Perfugas,MINE VAGANTI NGO,-,1
4555,2017-1-ES01-KA103-035662,2017-2018,2017-09,2018-01,117,Student mobility for studies between Programme Countries,"Education, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,ES,VILLAVICIOSA,UNIVERSIDAD EUROPEA DE MADRID SL,E  MADRID18,UK,Coventry,COVENTRY UNIVERSITY,UK COVENTR02,2
4556,2016-1-PL01-KA104-025883,2016-2017,2016-10,2016-10,10,Structured Courses/Training Events,Education,PL,??? - ? Unknown ?,Female,Staff,No,No,No,38.0,PL,Klucze,"Stowarzyszenie Lokalna Grupa Dzialania ""Nad Biala Przemsza""",-,FI,Vääksy,Päijänne-Leader ry,-,1
4557,2018-1-FR01-KA103-046972,2018-2019,2018-09,2019-01,139,Student mobility for studies between Programme Countries,"Languages, not further defined",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,FR,Limoges,UNIVERSITE DE LIMOGES,F  LIMOGES01,ES,VALENCIA,UNIVERSITAT DE VALENCIA,E  VALENCI01,1
4558,2017-1-DE01-KA107-003450,2019-2020,2019-07,2019-07,10,Staff mobility for Teaching To/From Partner Countries,Social work and counselling,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,20.0,DE,REGENSBURG,OSTBAYERISCHE TECHNISCHE HOCHSCHULE REGENSBURG,D  REGENSB02,XK,PRISTINA,UNIVERSITETI I PRISHTINES,-,1
4559,2018-1-DE01-KA103-003800,2018-2019,2018-08,2019-01,158,Student mobility for studies between Programme Countries,Teacher training with subject specialization,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DE,Köln,UNIVERSITAET ZU KOELN,D  KOLN01,DK,København,KOBENHAVNS PROFESSIONSHOJSKOLE,DK KOBENHA55,1
4560,2018-1-AT01-KA102-038752,2019-2020,2019-06,2019-06,3,Staff training abroad,"Education, not further defined",AT,??? - ? Unknown ?,Female,Staff,No,No,No,27.0,AT,WIEN,VEREIN ZUR FORDERUNG DES INTERNATIONALEN AUSTAUSCHES VON LEHRLINGEN JUNGEN FACHKRAFTEN UND AUSBILDERN DER WIRTSCHAFT IFA INTERNATIONALER FACHKRAFTEAUSTAUSH,-,ES,Santa Cruz de Tenerife,S.R. Formación,-,1
4561,2018-1-EL01-KA102-047134,2019-2020,2019-04,2019-04,14,Mobility of VET learners (2 weeks up to 3 months),Health,EL,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,17.0,EL,ΧΑΛΚΙΔΑ,EK XALKIDAS,-,DE,Berlin,OASE Berlin e.V.,-,1
4562,2014-1-PL01-KA103-000080,2015-2016,2015-07,2015-09,62,Student mobility for traineeships between Programme Countries,Environmental protection technology,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23.0,PL,KRAKOW,POLITECHNIKA KRAKOWSKA,PL KRAKOW03,AT,Fischamend,Dokro Klimatechnik,-,1
4563,2017-1-FR01-KA103-035455,2017-2018,2017-09,2018-01,121,Student mobility for studies between Programme Countries,Management and administration,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,22.0,FR,Marseille,UNIVERSITE D'AIX MARSEILLE,F  MARSEIL84,HU,Budapest,BUDAPESTI GAZDASAGI EGYETEM,HU BUDAPES20,1
4564,2016-1-TR01-KA103-027812,2016-2017,2016-09,2017-02,145,Student mobility for studies between Programme Countries,Building and civil engineering,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,TR,KONYA,KTO KARATAY UNIVERSITY,TR KONYA02,PT,COIMBRA,INSTITUTO POLITECNICO DE COIMBRA,P  COIMBRA02,1
4565,2019-1-DE01-KA103-004419,2019-2020,2019-09,2020-02,130,Student mobility for studies between Programme Countries,Economics,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,27.0,DE,Bielefeld,UNIVERSITAET BIELEFELD,D  BIELEFE01,RO,BUCURESTI,ACADEMIA DE STUDII ECONOMICE DIN BUCURESTI,RO BUCURES04,1
4566,2018-1-FR01-KA103-046898,2019-2020,2019-05,2019-05,5,Staff mobility for training between Programme Countries,? Unknown ?,FR,??? - ? Unknown ?,Female,Staff,No,No,No,27.0,FR,MONTPELLIER CEDEX 5,UNIVERSITE PAUL-VALERY MONTPELLIER3,F  MONTPEL03,RO,CRAIOVA,UNIVERSITATEA DIN CRAIOVA,RO CRAIOVA01,1
4567,2017-3-IT03-KA105-012041,2018-2019,2018-03,2018-03,8,Youth Exchanges - Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Male,Learner,No,No,No,21.0,LT,Kaunas,Unique projects,-,IT,Zafferana Etnea,Associazione no profit Sicily Plus,-,1
4568,2018-1-UK01-KA116-047397,2019-2020,2019-04,2019-07,90,ErasmusPro - Mobility of VET learners (3 to 12 months),"Arts, not further defined",UK,ISCED-4 - Post-secondary non-tertiary education,Female,Learner,No,No,No,27.0,UK,LONDON,CAPACITY LONDON LIMITED,-,ES,Sevilla,MOTORETA MODA INFANTIL S.L.,-,1
4569,2015-1-ES01-KA103-013509,2016-2017,2016-04,2016-04,6,Staff mobility for teaching between Programme Countries,Psychology,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Staff,No,No,No,27.0,ES,Madrid,UNIVERSIDAD COMPLUTENSE DE MADRID,E  MADRID03,PT,Lisboa,UNIVERSIDADE DE LISBOA,P  LISBOA109,1
4570,2014-1-CZ01-KA102-000067,2015-2016,2015-04,2015-05,12,VET learners traineeships in companies abroad,Nursing and midwifery,CZ,??? - ? Unknown ?,Female,Learner,No,No,No,21.0,CZ,Trutnov,"Vyssi odborna skola zdravotnicka a Stredni zdravotnicka skola Trutnov, Prochazkova 303",-,UK,London,Knights Court Nursing Home,-,1
4571,2017-1-IE02-KA103-000506,2018-2019,2018-01,2018-03,60,Student mobility for traineeships between Programme Countries,Therapy and rehabilitation,IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,28.0,IE,CARLOW,INSTITUTE OF TECHNOLOGY CARLOW,IRLCARLOW01,UK,Pertshire,St Johnstone Football Club,-,1
4572,2014-1-ES01-KA103-000648,2015-2016,2015-02,2015-07,130,Student mobility for studies between Programme Countries,Building and civil engineering,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,30.0,ES,ALICANTE,UNIVERSIDAD DE ALICANTE,E  ALICANT01,PT,Leiria,INSTITUTO POLITECNICO DE LEIRIA,P  LEIRIA01,1
4573,2017-1-DE04-KA105-015293,2017-2018,2017-10,2017-10,8,Mobility of youth workers - Programme Countries,? Unknown ?,HU,??? - ? Unknown ?,Female,Staff,No,No,No,44.0,HU,Miskolc,Magyarországi Sonnenberg Kör,-,DE,Bad Bevensen,Gustav Stresemann Institut in Niedersachsen e.V.,-,1
4574,2018-1-PL01-KA105-050091,2018-2019,2018-08,2018-08,9,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Female,Learner,No,Yes,No,17.0,PL,Opole,"Stowarzyszenie Promocji Zdrowia i Profilaktyki ""HOPP""",-,PL,Zegiestow,"Stowarzyszenie Promocji Zdrowia i Profilaktyki ""HOPP""",-,2
4575,2017-1-EE01-KA116-034613,2019-2020,2019-04,2019-05,27,VET learners traineeships in companies abroad,"Travel, tourism and leisure",EE,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Learner,No,No,No,24.0,EE,Kuressaare,Kuressaare Ametikool,-,CY,Paphos (and vicinity),A.I. Eurovoc. Ltd,-,1
4576,2014-1-MK01-KA102-000062,2015-2016,2015-04,2015-05,14,Staff training abroad,Teacher training without subject specialization,MK,??? - ? Unknown ?,Female,Staff,No,No,No,55.0,MK,Bitola,"Company for commerce,business and translation services FILIPM export import Bitola ltd",-,UK,PLYMOUTH,TELLUS LIMITED,-,1
4577,2018-1-IE02-KA103-000569,2019-2020,2019-01,2019-03,83,Student mobility for traineeships between Programme Countries,Medicine,IE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,IE,GALWAY,NATIONAL UNIVERSITY OF IRELAND GALWAY,IRLGALWAY01,FR,MONTPELLIER,UNIVERSITE DE MONTPELLIER,F  MONTPEL54,1
4578,2017-1-EL01-KA103-035393,2017-2018,2017-09,2018-06,264,Student mobility for studies between Programme Countries,"Languages, not further defined",EL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23.0,EL,ATHENS,ETHNIKO KAI KAPODISTRIAKO PANEPISTIMIO ATHINON,G  ATHINE01,TR,ISTANBUL,BOGAZICI UNIVERSITESI,TR ISTANBU01,1
4579,2016-1-TR01-KA101-027633,2016-2017,2016-12,2016-12,12,Structured Courses/Training Events,Education,TR,??? - ? Unknown ?,Female,Staff,No,No,No,40.0,TR,Toroslar,ARPACSAKARLAR ILKOKULU,-,ES,SAN MARTIN DE VALDEIGLESIAS,LOPEZ DE SANTIAGO CONSULTORES S. L.,-,1
4580,2018-1-ES01-KA107-049790,2019-2020,2019-06,2019-08,61,Student mobility for traineeships To/From Partner Countries,"Arts and humanities, inter-disciplinary programmes",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,ES,PONTEVEDRA,ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES DE GALICIA / ESCOLA SUPERIOR DE CONSERVACIÓN E RESTAURACIÓN DE BENS CULTURAIS DE GALICIA,E  PONTEVE08,AL,Tirana,"Instituti i Monumenteve te Kultures ""Gani Strazimiri""",-,2
4581,2017-1-DE01-KA103-003050,2017-2018,2017-09,2018-02,146,Student mobility for studies between Programme Countries,Political sciences and civics,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,DE,Lüneburg,LEUPHANA UNIVERSITAT LUNEBURG,D  LUNEBUR01,ES,"Barcelona, Spain",UNIVERSITAT AUTONOMA DE BARCELONA,E  BARCELO02,1
4582,2016-3-SK02-KA105-001200,2017-2018,2017-03,2017-03,9,Youth Exchanges - Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Female,Learner,No,No,No,27.0,SK,STROPKOV,"A.D.E.L. - ASSOCIATION FOR DEVELOPMENT, EDUCATION AND LABOUR",-,SK,Červený Kláštor,"A.D.E.L. - ASSOCIATION FOR DEVELOPMENT, EDUCATION AND LABOUR",-,1
4583,2015-1-FR01-KA103-014114,2016-2017,2016-01,2016-06,137,Student mobility for studies between Programme Countries,Law,DZ,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,33.0,FR,MONT SAINT AIGNAN CEDEX,UNIVERSITE DE ROUEN NORMANDIE,F  ROUEN01,LT,VILNIUS,MYKOLAS ROMERIS UNIVERSITY,LT VILNIUS06,1
4584,2018-1-AT01-KA101-038904,2019-2020,2019-05,2019-05,3,Job Shadowing,"Education, not further defined",AT,??? - ? Unknown ?,Female,Staff,No,No,No,41.0,AT,Hartberg,Stadtgemeinde Hartberg,-,SE,Vänersborg,FRIDA UTBILDNING AB,-,1
4585,2018-1-TR01-KA103-050232,2019-2020,2019-01,2019-06,146,Student mobility for studies between Programme Countries,Environmental sciences,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,TR,MASLAK ISTANBUL,ISTANBUL TEKNIK UNIVERSITESI,TR ISTANBU04,LT,VILNIUS,VILNIAUS GEDIMINO TECHNIKOS UNIVERSITETAS,LT VILNIUS02,1
4586,2016-1-ES01-KA103-022689,2016-2017,2016-09,2017-06,292,Student mobility for studies between Programme Countries,"Journalism and information, not further defined",ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,ES,Valladolid,UNIVERSIDAD DE VALLADOLID,E  VALLADO01,NL,GRONINGEN,RIJKSUNIVERSITEIT GRONINGEN,NL GRONING01,1
4587,2014-1-ES01-KA103-000182,2014-2015,2014-09,2014-12,113,Student mobility for studies between Programme Countries,Social work and counselling,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,ES,BARCELONA,UNIVERSITAT RAMON LLULL FUNDACIO,E  BARCELO16,DK,Copenhagen,Professionshøjskolen UCC,DK KOBENHA56,1
4588,2017-1-PT01-KA107-035465,2019-2020,2019-03,2019-03,5,Staff mobility for Training To/From Partner Countries,? Unknown ?,PT,??? - ? Unknown ?,Female,Staff,No,No,No,21.0,PT,FARO,UNIVERSIDADE DO ALGARVE,P  FARO02,MY,KUALA LUMPUR,UNIVERSITY OF MALAYA,-,1
